Id,Nro víctimas,Año,Mes,Día,Hora estandar,Tipo de calle,Cruce,Lugar del hecho,Comuna,Pos x,Pos y,Participantes,Víctima,Acusado,Hora,Rol,Sexo,Edad,FECHA_FALLECIMIENTO,BARRIOS,AREA
2016-0001,1,2016,Enero,Viernes,4,AVENIDA,SI,"PIEDRA BUENA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47533969,-34.68757022,MOTO-AUTO,MOTO,AUTO,4,CONDUCTOR,MASCULINO,19,1/1/2016,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0002,1,2016,Enero,Sábado,1,GRAL PAZ,SI,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,AUTO-PASAJEROS,AUTO,PASAJEROS,1,CONDUCTOR,MASCULINO,70,1/2/2016,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2016-0003,1,2016,Enero,Domingo,7,AVENIDA,NO,ENTRE RIOS AV. 2034,1,-58.39040293,-34.63189362,MOTO-AUTO,MOTO,AUTO,7,CONDUCTOR,MASCULINO,30,1/3/2016,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0004,1,2016,Enero,Domingo,0,AVENIDA,SI,"LARRAZABAL AV. y VILLEGAS, CONRADO, GRAL.",8,-58.46503904,-34.68092974,MOTO-SD,MOTO,SD,0,CONDUCTOR,MASCULINO,18,SD,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0005,1,2016,Enero,Jueves,5,AVENIDA,SI,"SAN JUAN AV. y SAENZ PEÑA, LUIS, PRES.",1,-58.38718297,-34.6224663,MOTO-PASAJEROS,MOTO,PASAJEROS,5,CONDUCTOR,MASCULINO,29,2/1/2016,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0008,1,2016,Enero,Domingo,18,AVENIDA,SI,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,MOTO,MOTO,18,CONDUCTOR,MASCULINO,30,1/24/2016,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0009,1,2016,Enero,Domingo,19,CALLE,SI,"NOGOYA y GONZALEZ, JOAQUIN V.",11,-58.50095869,-34.6082544,MOTO-AUTO,MOTO,AUTO,19,PASAJERO_ACOMPAÑANTE,MASCULINO,29,1/26/2016,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,14120042.4238
2016-0010,1,2016,Enero,Viernes,15,GRAL PAZ,SI,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO,15,CONDUCTOR,MASCULINO,18,1/29/2016,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2016-0012,1,2016,Febrero,Lunes,1,AVENIDA,SI,"BELGRANO AV. e IRIGOYEN, BERNARDO DE",1,-58.38048577,-34.61303893,MOTO-CARGAS,MOTO,CARGAS,1,CONDUCTOR,MASCULINO,22,2/8/2016,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0013,1,2016,Febrero,Miércoles,11,AVENIDA,NO,ENTRE RIOS AV. 1366,1,-58.39114932,-34.62477387,PEATON-AUTO,PEATON,AUTO,11,PEATON,MASCULINO,16,2/10/2016,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0015,1,2016,Febrero,Domingo,5,AVENIDA,SI,"SCALABRINI ORTIZ, RAUL AV. y VERA",15,-58.4376002,-34.59912758,PEATON-AUTO,PEATON,AUTO,5,PEATON,FEMENINO,16,2/14/2016,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2016-0016,1,2016,Febrero,Domingo,22,AVENIDA,SI,"REGIMIENTO DE PATRICIOS AV. y QUINQUELA MARTIN, BENITO",4,-58.36882665,-34.64291993,MOTO-AUTO,MOTO,AUTO,22,PASAJERO_ACOMPAÑANTE,FEMENINO,19,2/14/2016,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2016-0017,1,2016,Febrero,Lunes,16,AVENIDA,SI,"ACOSTA, MARIANO y JANER, ANA MARIA",8,-58.44989671,-34.65970435,PEATON-MOTO,PEATON,MOTO,16,PEATON,MASCULINO,59,2/16/2016,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0019,1,2016,Febrero,Miércoles,9,CALLE,SI,"DE LA TORRE, LISANDRO y GARCIA GRANDE DE ZEQUEIRA, SEVERO",9,-58.50990884,-34.65468721,PEATON-PASAJEROS,PEATON,PASAJEROS,9,PEATON,FEMENINO,65,2/17/2016,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2016-0020,1,2016,Febrero,Miércoles,16,CALLE,NO,SUIPACHA 156,1,-58.37952223,-34.60653282,PEATON-AUTO,PEATON,AUTO,16,PEATON,MASCULINO,59,3/2/2016,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0021,1,2016,Febrero,Miércoles,23,AVENIDA,SI,DIRECTORIO AV. y CURAPALIGUE,7,-58.45157703,-34.63063795,AUTO-AUTO,AUTO,AUTO,23,CONDUCTOR,MASCULINO,34,2/17/2016,FLORES - PARQUE CHACABUCO,12422900.8308
2016-0022,1,2016,Febrero,Domingo,6,AVENIDA,SI,"9 DE JULIO AV. y ALSINA, ADOLFO",1,-58.38144696,-34.61079875,MOTO-AUTO,MOTO,AUTO,6,PASAJERO_ACOMPAÑANTE,MASCULINO,41,SD,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0025,1,2016,Febrero,Domingo,4,GRAL PAZ,SI,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO-AUTO,AUTO,AUTO,4,PASAJERO_ACOMPAÑANTE,MASCULINO,34,2/28/2016,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0026,1,2016,Febrero,Domingo,7,CALLE,SI,HOLMBERG y VEDIA,12,-58.49216191,-34.54738649,AUTO-OBJETO FIJO,AUTO,AUTO,7,CONDUCTOR,MASCULINO,30,3/4/2016,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2016-0027,1,2016,Febrero,Domingo,9,AVENIDA,SI,"CURAPALIGUE AV. y DIAZ, AVELINO",7,-58.44497874,-34.63852623,AUTO-AUTO,AUTO,AUTO,9,PASAJERO_ACOMPAÑANTE,MASCULINO,34,SD,FLORES - PARQUE CHACABUCO,12422900.8308
2016-0028,1,2016,Marzo,Miércoles,10,AVENIDA,SI,VIAMONTE y 9 DE JULIO AV.,1,-58.38199706,-34.60028648,PEATON-CARGAS,PEATON,CARGAS,10,PEATON,MASCULINO,50,3/2/2016,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0029,1,2016,Marzo,Viernes,17,AVENIDA,SI,CABILDO AV. y DEHEZA,12,-58.47378664,-34.54153077,PEATON-PASAJEROS,PEATON,PASAJEROS,17,PEATON,MASCULINO,38,3/4/2016,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2016-0031,1,2016,Marzo,Martes,12,GRAL PAZ,SI,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO-PASAJEROS,MOTO,PASAJEROS,12,CONDUCTOR,MASCULINO,21,SD,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0034,1,2016,Marzo,Sábado,12,AVENIDA,SI,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON-PASAJEROS,PEATON,PASAJEROS,12,PEATON,MASCULINO,52,3/12/2016,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2016-0035,1,2016,Marzo,Domingo,6,AVENIDA,SI,CORRIENTES AV. y CALLAO AV.,3,-58.39228965,-34.60443527,MOTO-PASAJEROS,MOTO,PASAJEROS,6,CONDUCTOR,MASCULINO,34,3/13/2016,BALVANERA - SAN CRISTOBAL,6385991.39578
2016-0036,1,2016,Marzo,Lunes,0,CALLE,SI,"HERRERA y VALLE, ARISTOBULO DEL",4,-58.37813396,-34.63668504,MOTO-PASAJEROS,MOTO,PASAJEROS,0,PASAJERO_ACOMPAÑANTE,MASCULINO,36,3/14/2016,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2016-0037,1,2016,Marzo,Sábado,11,AVENIDA,SI,LAFUENTE AV. y QUIRNO,7,-58.46275892,-34.64358293,MOTO-MOTO,MOTO,MOTO,11,CONDUCTOR,MASCULINO,20,3/19/2016,FLORES - PARQUE CHACABUCO,12422900.8308
2016-0038,1,2016,Marzo,Lunes,8,GRAL PAZ,SI,"PAZ, GRAL. AV. y ZUVIRIA",8,-58.49683458,-34.67892743,PEATON-PASAJEROS,PEATON,PASAJEROS,8,PEATON,MASCULINO,29,3/21/2016,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0039,1,2016,Marzo,Miércoles,1,AVENIDA,SI,"MITRE, BARTOLOME y PUEYRREDON AV.",3,-58.40603217,-34.6088396,MOTO-PASAJEROS,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,20,3/23/2016,BALVANERA - SAN CRISTOBAL,6385991.39578
2016-0043,1,2016,Marzo,Miércoles,18,AVENIDA,SI,"DELLEPIANE, LUIS, TTE. GRAL. y MURGUIONDO",8,-58.47832463,-34.67494416,PEATON-CARGAS,PEATON,CARGAS,18,PEATON,FEMENINO,56,3/30/2016,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0044,1,2016,Marzo,Jueves,19,AVENIDA,SI,"MORENO, JOSE MARIA AV. y BALBASTRO",7,-58.43213235,-34.63693953,MULTIPLE,MOTO,MULTIPLE,19,CONDUCTOR,MASCULINO,24,3/31/2016,FLORES - PARQUE CHACABUCO,12422900.8308
2016-0045,1,2016,Abril,Lunes,10,GRAL PAZ,SI,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO-SD,MOTO,SD,10,CONDUCTOR,MASCULINO,0,SD,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2016-0047,1,2016,Abril,Viernes,5,CALLE,NO,LIMA 1483,1,-58.38247061,-34.62571878,PEATON-PASAJEROS,PEATON,PASAJEROS,5,PEATON,MASCULINO,41,4/15/2016,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0048,1,2016,Abril,Viernes,17,AVENIDA,SI,CORRIENTES AV. y DORREGO AV.,15,-58.44759966,-34.5917024,PEATON-PASAJEROS,PEATON,PASAJEROS,17,PEATON,FEMENINO,0,SD,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2016-0049,1,2016,Abril,Domingo,0,AUTOPISTA,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.37714647568196,-34.63657525428238,SD-SD,MOTO,SD,0,CONDUCTOR,SD,0,SD,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2016-0050,1,2016,Abril,Martes,9,AVENIDA,SI,"GORDILLO, TIMOTEO y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47305463,-34.68550712,PEATON-PASAJEROS,PEATON,PASAJEROS,9,PEATON,MASCULINO,78,4/19/2016,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0051,1,2016,Abril,Miércoles,4,AVENIDA,SI,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,MOTO-CARGAS,MOTO,CARGAS,4,CONDUCTOR,MASCULINO,36,4/20/2016,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2016-0052,1,2016,Abril,Miércoles,20,AUTOPISTA,NO,AUTOPISTA LUGONES PK 10000,13,0.0,0.0,MOTO-SD,MOTO,SD,20,CONDUCTOR,SD,0,SD,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2016-0053,1,2016,Abril,Viernes,9,AVENIDA,SI,TRIUNVIRATO AV. y OLAZABAL AV.,12,-58.4842918,-34.57558053,PEATON-PASAJEROS,PEATON,PASAJEROS,9,PEATON,MASCULINO,38,4/22/2016,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2016-0054,1,2016,Abril,Sábado,21,AUTOPISTA,SI,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y PAZ, GRAL. AV.",8,-58.48695354,-34.68795245,MOTO-MOTO,MOTO,MOTO,21,CONDUCTOR,MASCULINO,30,4/25/2016,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0055,1,2016,Abril,Lunes,20,AVENIDA,SI,"CASTILLA, RAMON, MARISCAL y FIGUEROA ALCORTA, PRES. AV.",14,-58.40021959,-34.57964781,PEATON-CARGAS,PEATON,CARGAS,20,PEATON,MASCULINO,79,4/28/2016,PALERMO,15845871.2876
2016-0056,1,2016,Abril,Martes,4,AVENIDA,NO,"CAMPOS, LUIS M. AV. 30",14,-58.42957885,-34.57660058,MOTO-OBJETO FIJO,MOTO,MOTO,4,CONDUCTOR,MASCULINO,26,4/26/2016,PALERMO,15845871.2876
2016-0058,1,2016,Mayo,Miércoles,14,CALLE,NO,LIMA 1471,1,-58.38247542,-34.62556293,PEATON-MOTO,PEATON,MOTO,14,PEATON,FEMENINO,57,5/8/2016,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0059,1,2016,Mayo,Domingo,16,CALLE,SI,CIUDADELA y LIMA,1,-58.38222219,-34.62728101,PEATON-PASAJEROS,PEATON,PASAJEROS,16,PEATON,MASCULINO,37,5/26/2016,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0064,1,2016,Mayo,Sábado,18,AVENIDA,SI,"JUSTO, JUAN B. AV. y CARRASCO AV.",10,-58.49485242,-34.62953445,PEATON-PASAJEROS,PEATON,PASAJEROS,18,PEATON,MASCULINO,20,SD,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,12656556.9378
2016-0065,1,2016,Mayo,Viernes,14,AVENIDA,SI,GAONA AV. y ESPINOSA,6,-58.45227946,-34.61068024,PEATON-AUTO,PEATON,AUTO,14,PEATON,MASCULINO,20,5/20/2016,CABALLITO,6851028.91357
2016-0067,1,2016,Mayo,Sábado,17,AVENIDA,SI,"DE LA TORRE, LISANDRO y SARAZA",8,-58.48455411,-34.6751276,MOTO-PASAJEROS,MOTO,PASAJEROS,17,PASAJERO_ACOMPAÑANTE,FEMENINO,30,SD,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0068,1,2016,Mayo,Domingo,22,AVENIDA,SI,"FIGUEROA ALCORTA, PRES. AV. y PUEYRREDON AV.",2,-58.39056593,-34.58418569,MOTO-PASAJEROS,MOTO,PASAJEROS,22,CONDUCTOR,MASCULINO,58,SD,RECOLETA,6317264.56099
2016-0069,1,2016,Mayo,Lunes,3,AVENIDA,SI,ENTRE RIOS AV. y FILIBERTO,3,-58.39118948,-34.62704273,AUTO-CARGAS,AUTO,CARGAS,3,CONDUCTOR,MASCULINO,30,5/23/2016,BALVANERA - SAN CRISTOBAL,6385991.39578
2016-0073,1,2016,Junio,Sábado,15,CALLE,NO,"MAGARIÑOS CERVANTES, A. 3900",10,-58.49021952,-34.62025108,MOTO-CARGAS,MOTO,CARGAS,15,CONDUCTOR,MASCULINO,23,SD,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,12656556.9378
2016-0074,1,2016,Junio,Domingo,6,GRAL PAZ,SI,"PAZ, GRAL. AV. y SCAPINO, RODOLFO",8,-58.49896559,-34.67732118,AUTO-AUTO,AUTO,AUTO,6,CONDUCTOR,MASCULINO,60,SD,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0075,1,2016,Junio,Domingo,23,AUTOPISTA,SI,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MIRALLA,8,-58.47461076,-34.66874679,PEATON-AUTO,PEATON,AUTO,23,PEATON,MASCULINO,42,6/12/2016,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0076,1,2016,Junio,Lunes,16,AVENIDA,SI,SAN MARTIN AV. y CAMARONES,15,-58.46210891,-34.60356211,PEATON-PASAJEROS,PEATON,PASAJEROS,16,PEATON,FEMENINO,53,6/13/2016,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2016-0077,1,2016,Junio,Lunes,21,AVENIDA,SI,"PERON, JUAN DOMINGO, TTE. GENERAL y ALEM, LEANDRO N. AV.",1,-58.3702777,-34.60536123,PEATON-PASAJEROS,PEATON,PASAJEROS,21,PEATON,FEMENINO,0,SD,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0078,1,2016,Junio,Lunes,23,AVENIDA,SI,BELGRANO AV. y JUJUY AV.,3,-58.40491455,-34.6146383,MOTO-MOTO,MOTO,MOTO,23,CONDUCTOR,MASCULINO,30,SD,BALVANERA - SAN CRISTOBAL,6385991.39578
2016-0079,1,2016,Junio,Jueves,17,AVENIDA,SI,"DEL LIBERTADOR AV. y UDAONDO, GUILLERMO AV.",13,-58.45504154,-34.54864492,AUTO-AUTO,AUTO,AUTO,17,CONDUCTOR,FEMENINO,51,SD,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2016-0080,1,2016,Junio,Sábado,6,GRAL PAZ,SI,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,-58.52927982,-34.63931752,AUTO-SD,AUTO,SD,6,CONDUCTOR,MASCULINO,60,SD,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2016-0081,1,2016,Junio,Miércoles,7,AVENIDA,SI,"LARRALDE, CRISOLOGO AV. y MACHAIN",12,-58.4872106,-34.55904606,MOTO-AUTO,MOTO,AUTO,7,CONDUCTOR,MASCULINO,40,SD,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2016-0082,1,2016,Junio,Lunes,18,AVENIDA,NO,LA PLATA AV. 2384,4,-58.42273092,-34.64228803,PEATON-AUTO,PEATON,AUTO,18,PEATON,MASCULINO,87,7/5/2016,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2016-0083,1,2016,Junio,Martes,20,AVENIDA,SI,"ALBERDI, JUAN BAUTISTA AV. y PUAN",6,-58.44788671,-34.62539009,PEATON-MOTO,PEATON,MOTO,20,PEATON,FEMENINO,76,6/29/2016,CABALLITO,6851028.91357
2016-0084,1,2016,Junio,Miércoles,22,CALLE,SI,"PELLEGRINI, CARLOS y TUCUMAN",1,-58.38110563,-34.60135531,PEATON-PASAJEROS,PEATON,PASAJEROS,22,PEATON,MASCULINO,57,7/8/2016,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0085,1,2016,Junio,Miércoles,22,AVENIDA,SI,"RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO",4,-58.42378834,-34.657341,MOTO-MOVIL,MOTO,OTRO,22,CONDUCTOR,MASCULINO,0,SD,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2016-0086,1,2016,Junio,Jueves,16,AVENIDA,SI,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON-PASAJEROS,PEATON,PASAJEROS,16,PEATON,MASCULINO,75,7/1/2016,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,12656556.9378
2016-0087,1,2016,Julio,Sábado,0,AUTOPISTA,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,-58.37864583,-34.62907067,MOTO-OBJETO FIJO,MOTO,MOTO,0,CONDUCTOR,MASCULINO,23,7/3/2016,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0088,1,2016,Julio,Lunes,15,CALLE,SI,CERETTI y NUÑEZ,12,-58.5015175,-34.56767549,PEATON-AUTO,PEATON,AUTO,15,PEATON,FEMENINO,70,7/14/2016,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2016-0089,1,2016,Julio,Jueves,6,AUTOPISTA,SI,"LUGONES, LEOPOLDO AV. y LA PAMPA",13,-58.43233425,-34.55185825,PEATON-AUTO,PEATON,AUTO,6,PEATON,MASCULINO,35,7/14/2016,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2016-0090,1,2016,Julio,Jueves,22,AVENIDA,SI,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.6111224,PEATON-PASAJEROS,PEATON,PASAJEROS,22,PEATON,MASCULINO,60,7/15/2016,ALMAGRO - BOEDO,6660603.11937
2016-0092,1,2016,Julio,Viernes,11,GRAL PAZ,SI,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO-CARGAS,MOTO,CARGAS,11,CONDUCTOR,MASCULINO,24,7/15/2016,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2016-0093,1,2016,Julio,Domingo,3,AVENIDA,SI,"ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",6,-58.44362126,-34.62301748,AUTO-AUTO,AUTO,AUTO,3,CONDUCTOR,MASCULINO,35,7/19/2016,CABALLITO,6851028.91357
2016-0095,1,2016,Julio,Sábado,6,AVENIDA,SI,MERCEDES y MOSCONI GENERAL AV.,11,-58.51713095,-34.59546519,MOTO-AUTO,MOTO,AUTO,6,CONDUCTOR,MASCULINO,29,7/23/2016,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,14120042.4238
2016-0096,1,2016,Julio,Lunes,7,AUTOPISTA,NO,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,-58.47433193007387,-34.66684950051973,MOTO-CARGAS,MOTO,CARGAS,7,CONDUCTOR,MASCULINO,0,SD,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2016-0097,1,2016,Julio,Martes,18,CALLE,SI,SOLIS y MEXICO,1,-58.39038605,-34.6156281,PEATON-AUTO,PEATON,AUTO,18,PEATON,MASCULINO,80,8/12/2016,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0098,1,2016,Julio,Miércoles,16,AVENIDA,SI,SAN JUAN AV. y ALBERTI,3,-58.40042405,-34.62356174,MOTO-CARGAS,MOTO,CARGAS,16,CONDUCTOR,FEMENINO,43,SD,BALVANERA - SAN CRISTOBAL,6385991.39578
2016-0099,1,2016,Julio,Viernes,16,GRAL PAZ,SI,"MOSCONI GENERAL AV. y PAZ, GRAL. AV.",11,-58.52340614,-34.59798754,CARGAS-CARGAS,CARGAS,CARGAS,16,CONDUCTOR,MASCULINO,45,SD,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,14120042.4238
2016-0100,1,2016,Agosto,Miércoles,23,GRAL PAZ,SI,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO-OBJETO FIJO,MOTO,MOTO,23,CONDUCTOR,MASCULINO,57,8/3/2016,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2016-0101,1,2016,Agosto,Domingo,19,GRAL PAZ,SI,"PAZ, GRAL. AV. y CHAVEZ, JORGE",9,-58.52932872,-34.65014993,SD-SD,MOTO,SD,19,CONDUCTOR,MASCULINO,67,SD,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2016-0102,1,2016,Agosto,Miércoles,23,AVENIDA,SI,"PERON, EVA AV. y SUAREZ, JOSE LEON",9,-58.50011639,-34.67316502,MOTO-CARGAS,MOTO,CARGAS,23,CONDUCTOR,MASCULINO,29,SD,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2016-0104,1,2016,Agosto,Domingo,21,AVENIDA,SI,ZINNY y SANTIAGO DE COMPOSTELA AV.,9,-58.46635001,-34.65624369,MOTO-PASAJEROS,MOTO,PASAJEROS,21,CONDUCTOR,MASCULINO,21,8/15/2016,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2016-0105,1,2016,Agosto,Miércoles,0,AVENIDA,SI,"LACROZE, FEDERICO AV. y FRAGA",15,-58.45343236,-34.58435809,PEATON-PASAJEROS,PEATON,PASAJEROS,0,PEATON,MASCULINO,19,8/26/2016,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2016-0106,1,2016,Agosto,Viernes,21,AVENIDA,SI,"PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",1,-58.38090932,-34.58927731,PEATON-PASAJEROS,PEATON,PASAJEROS,21,PEATON,MASCULINO,38,SD,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2016-0107,1,2016,Agosto,Sábado,8,AUTOPISTA,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,MOTO-AUTO,MOTO,AUTO,8,CONDUCTOR,MASCULINO,21,SD,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2016-0109,1,2016,Agosto,Miércoles,5,AUTOPISTA,SI,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,AUTO-OBJETO FIJO,AUTO,AUTO,5,CONDUCTOR,FEMENINO,53,8/24/2016,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2016-0110,1,2016,Agosto,Miércoles,20,AVENIDA,SI,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.6590353,PEATON-SD,PEATON,SD,20,PEATON,MASCULINO,57,SD,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2016-0111,1,2016,Agosto,Jueves,9,AUTOPISTA,SI,LUGONES y LA PAMPA,15,-58.47461905,-34.57663634,MOTO-CARGAS,MOTO,CARGAS,9,CONDUCTOR,MASCULINO,27,8/25/2016,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
